,ID,Case Number,Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District,Community Area,Year
159117,12652572,JF185968,03/25/2022 10:11:00 AM,035XX S CALUMET AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,2,Douglas,2022
159125,12681472,JF220811,04/19/2022 12:00:00 PM,023XX W LUNT AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,24,West Ridge,2022
159131,12669039,JF205994,04/12/2022 06:04:00 PM,055XX W CONGRESS PKWY,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,15,Austin,2022
159147,12736062,JF287118,06/20/2022 11:48:00 AM,024XX W JACKSON BLVD,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,11,Near West Side,2022
159151,12814941,JF381514,08/08/2022 05:20:00 PM,047XX S RICHMOND ST,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,False,9,Brighton Park,2022
159179,12726306,JF275057,06/02/2022 02:23:00 PM,029XX S LYMAN ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,9,Bridgeport,2022
159215,12799247,JF362967,08/19/2022 04:45:00 PM,051XX N LOTUS AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,16,Jefferson Park,2022
159232,12689498,JF230571,05/04/2022 09:06:00 PM,012XX W 71ST ST,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,False,7,West Englewood,2022
159247,12663003,JF198668,04/05/2022 09:52:00 PM,024XX W ROOSEVELT RD,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,False,11,Near West Side,2022
159258,12659537,JF194457,04/02/2022 04:00:00 AM,014XX W 81ST ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,True,6,Auburn Gresham,2022
159279,12719474,JF265733,06/02/2022 12:45:00 PM,083XX W ADDISON ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),False,False,16,Dunning,2022
159301,12750219,JF303504,06/01/2022 12:00:00 AM,025XX N RIDGEWAY AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,25,Logan Square,2022
159312,12805027,JF369769,08/25/2022 11:35:00 AM,038XX N CICERO AVE,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,False,False,17,Portage Park,2022
159317,12829132,JF398345,09/02/2022 04:00:00 PM,015XX N KOLIN AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,25,Humboldt Park,2022
159324,12635287,JF165577,03/05/2022 01:19:00 PM,082XX S INDIANA AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,6,Chatham,2022
159334,12777049,JF336665,07/29/2022 02:48:00 PM,007XX S COLUMBUS DR,OTHER OFFENSE,TELEPHONE THREAT,PARK PROPERTY,True,False,1,Loop,2022
159352,12680886,JF220113,04/25/2022 10:06:00 PM,046XX N COMMONS DR,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT,False,False,16,O'Hare,2022
159353,12708096,JF250036,05/17/2022 11:00:00 AM,085XX S MARYLAND AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,6,Chatham,2022
159357,12751895,JF306216,07/05/2022 12:30:00 PM,062XX N FRANCISCO AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,24,West Ridge,2022
159363,12720300,JF267951,06/04/2022 07:46:00 PM,028XX W SUMMERDALE AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,20,Lincoln Square,2022
159397,12716934,JF264117,06/01/2022 06:54:00 PM,015XX W CARROLL AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,True,True,12,Near West Side,2022
159419,12762123,JF318910,07/12/2022 12:00:00 AM,012XX W 64TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,7,West Englewood,2022
159421,12779184,JF338871,07/31/2022 01:39:00 PM,035XX S WOLCOTT AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,9,McKinley Park,2022
159454,12682488,JF222002,04/03/2022 07:00:00 PM,034XX S COTTAGE GROVE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,2,Douglas,2022
159459,12733188,JF283727,06/17/2022 05:55:00 PM,018XX W ROOSEVELT RD,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,VEHICLE NON-COMMERCIAL,False,True,12,Near West Side,2022
159489,12763236,JF320174,07/15/2022 04:00:00 PM,020XX N CICERO AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,25,Belmont Cragin,2022
159504,12712085,JF257280,05/26/2022 04:27:00 PM,012XX W Pratt Blvd,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,24,Rogers Park,2022
159505,12643033,JF174824,03/15/2022 08:30:00 AM,087XX S SAGINAW AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,4,South Chicago,2022
159522,12717891,JF265292,06/02/2022 05:20:00 PM,027XX W CERMAK RD,OTHER OFFENSE,TELEPHONE THREAT,SMALL RETAIL STORE,False,False,10,South Lawndale,2022
159528,12791955,JF354338,08/11/2022 12:00:00 AM,031XX S AVERS AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,10,South Lawndale,2022
159541,12779262,JF339293,07/31/2022 09:24:00 PM,021XX W HOWARD ST,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,False,24,Rogers Park,2022
159545,12794292,JF356980,08/14/2022 10:00:00 PM,013XX S SAWYER AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,10,North Lawndale,2022
159551,12680241,JF219427,04/23/2022 02:00:00 PM,007XX E 111TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,POLICE FACILITY / VEHICLE PARKING LOT,False,False,5,Pullman,2022
159555,12673198,JF210909,04/14/2022 04:34:00 PM,018XX S THROOP ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,12,Lower West Side,2022
159558,12830029,JF399606,09/17/2022 08:00:00 AM,003XX N CANAL ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,12,Near West Side,2022
159587,12679836,JF218622,04/23/2022 12:00:00 AM,116XX S LOOMIS ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,5,West Pullman,2022
159658,12817373,JF384272,09/05/2022 05:21:00 PM,055XX S HARPER AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,True,2,Hyde Park,2022
159681,12643448,JF175056,03/13/2022 06:25:00 PM,021XX W DIVISION ST,OTHER OFFENSE,LICENSE VIOLATION,GROCERY FOOD STORE,True,False,14,West Town,2022
159691,12672143,JF209530,04/16/2022 08:47:00 AM,012XX W 76TH ST,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,6,Auburn Gresham,2022
159740,12670843,JF208088,04/14/2022 07:06:00 PM,020XX N LOREL AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,25,Belmont Cragin,2022
159760,12705027,JF249612,05/20/2022 03:20:00 PM,025XX N HARDING AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,25,Logan Square,2022
159791,12754932,JF309779,07/04/2022 10:00:00 AM,001XX W 79TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SMALL RETAIL STORE,False,False,6,Greater Grand Crossing,2022
159818,12665411,JF201561,04/08/2022 12:00:00 AM,003XX E KENSINGTON AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,5,West Pullman,2022
159826,12752614,JF307150,07/05/2022 12:30:00 PM,020XX N KEDVALE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,25,Hermosa,2022
159847,12741077,JF293253,06/08/2022 06:00:00 PM,104XX S STATE ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER (SPECIFY),False,False,5,Roseland,2022
159855,12805397,JF370215,08/23/2022 12:14:00 AM,048XX N KENMORE AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,True,20,Uptown,2022
159903,12785740,JF346760,08/06/2022 02:00:00 PM,057XX S MARYLAND AVE,OTHER OFFENSE,TELEPHONE THREAT,HOSPITAL BUILDING / GROUNDS,False,False,2,Hyde Park,2022
159910,12664247,JF200232,04/06/2022 03:00:00 PM,067XX S EVANS AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,3,Woodlawn,2022
159911,12636137,JF166263,03/07/2022 03:00:00 PM,033XX W FILLMORE ST,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,POLICE FACILITY / VEHICLE PARKING LOT,False,False,11,North Lawndale,2022
159912,12784542,JF345556,08/05/2022 09:00:00 AM,067XX S EVANS AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,3,Woodlawn,2022
159925,12668289,JF205169,03/11/2022 12:00:00 PM,122XX S STATE ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,5,West Pullman,2022
159926,12651424,JF184810,03/24/2022 10:00:00 AM,020XX E 72ND ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,3,South Shore,2022
159927,12653703,JF187433,03/26/2022 04:24:00 PM,086XX S MORGAN ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,6,Auburn Gresham,2022
159937,12715423,JF262252,05/14/2022 07:00:00 AM,031XX N SPRINGFIELD AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,25,Avondale,2022
159946,12808830,JF374285,08/29/2022 01:13:00 AM,031XX S GREEN ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,CHA PARKING LOT / GROUNDS,True,False,9,Bridgeport,2022
159958,12805444,JF370164,08/25/2022 04:13:00 PM,020XX W 79TH ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,COMMERCIAL / BUSINESS OFFICE,False,True,6,Auburn Gresham,2022
159968,12693371,JF235457,05/09/2022 08:20:00 AM,015XX E 72ND ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,3,South Shore,2022
159990,12768161,JF326073,07/21/2022 08:30:00 AM,102XX S VERNON AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,False,True,5,Roseland,2022
159996,12760667,JF316849,07/13/2022 06:20:00 PM,059XX S PULASKI RD,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,8,West Lawn,2022
160021,12676649,JF214751,04/20/2022 09:04:00 PM,030XX W FLOURNOY ST,OTHER OFFENSE,TELEPHONE THREAT,CHA APARTMENT,False,False,11,East Garfield Park,2022
160033,12693681,JF235923,03/23/2022 08:23:00 PM,045XX N DAMEN AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,19,Lincoln Square,2022
160038,12810092,JF375715,08/30/2022 05:00:00 AM,049XX W RICE ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,15,Austin,2022
160058,12671180,JF208461,04/15/2022 07:10:00 AM,005XX E 38TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,2,Douglas,2022
160064,12798784,JF362244,08/19/2022 07:46:00 AM,001XX S LAVERGNE AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,15,Austin,2022
160076,12644472,JF176396,03/16/2022 07:50:00 PM,021XX S LAWNDALE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,10,North Lawndale,2022
160099,12775159,JF334393,07/27/2022 07:00:00 PM,130XX S MANISTEE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,4,Hegewisch,2022
160101,12682073,JF221490,04/27/2022 02:55:00 AM,006XX W GARFIELD BLVD,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,False,True,9,New City,2022
160153,12744551,JF292405,04/30/2022 08:43:00 PM,014XX S MICHIGAN AVE,OTHER OFFENSE,LICENSE VIOLATION,COMMERCIAL / BUSINESS OFFICE,False,False,1,Near South Side,2022
160222,12722598,JF270272,06/06/2022 09:34:00 PM,066XX N ARTESIAN AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,VEHICLE NON-COMMERCIAL,False,False,24,West Ridge,2022
160250,12730094,JF280011,06/14/2022 10:00:00 PM,069XX S PAXTON AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,3,South Shore,2022
160256,12727495,JF276803,06/12/2022 11:00:00 AM,063XX N MILWAUKEE AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,16,Norwood Park,2022
160276,12685152,JF225262,04/30/2022 10:45:00 AM,029XX N CLYBOURN AVE,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,19,North Center,2022
160284,12733324,JF283907,06/17/2022 08:31:00 PM,022XX N MULLIGAN AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,25,Belmont Cragin,2022
160287,12647400,JF179991,03/20/2022 12:23:00 AM,069XX W TALCOTT AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,16,Norwood Park,2022
160309,12729113,JF278761,06/14/2022 12:00:00 AM,056XX S MARYLAND AVE,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,HOSPITAL BUILDING / GROUNDS,False,False,2,Hyde Park,2022
160322,12832224,JF402319,09/16/2022 05:00:00 PM,060XX S WHIPPLE ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,8,Chicago Lawn,2022
160359,12692618,JF234502,05/08/2022 10:00:00 AM,014XX W RANDOLPH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,12,Near West Side,2022
160365,12806728,JF371609,08/26/2022 07:00:00 PM,033XX W FILLMORE ST,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,POLICE FACILITY / VEHICLE PARKING LOT,False,False,11,North Lawndale,2022
160367,12649116,JF182009,03/12/2022 03:37:00 PM,024XX W MADISON ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,12,Near West Side,2022
160372,12646382,JF177570,03/17/2022 02:51:00 PM,032XX N DAYTON ST,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,False,False,19,Lake View,2022
160389,12671473,JF208763,04/15/2022 08:22:00 AM,040XX S LAKE PARK AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,2,Oakland,2022
160412,12676399,JF214647,04/21/2022 10:30:00 AM,114XX S ST LAWRENCE AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,5,Pullman,2022
160419,12825091,JF393520,09/11/2022 04:00:00 PM,079XX S BISHOP ST,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,APARTMENT,False,False,6,Auburn Gresham,2022
160420,12733033,JF283498,06/17/2022 02:29:00 PM,005XX E 75TH ST,OTHER OFFENSE,TELEPHONE THREAT,DAY CARE CENTER,False,False,3,Greater Grand Crossing,2022
160445,12753905,JF308880,07/07/2022 01:28:00 PM,058XX N SHERIDAN RD,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,20,Edgewater,2022
160459,12662744,JF198269,04/05/2022 03:46:00 PM,056XX N MOZART ST,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,STREET,False,False,20,West Ridge,2022
160475,12701758,JF246076,05/17/2022 07:12:00 PM,079XX S UNION AVE,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,STREET,True,False,6,Auburn Gresham,2022
160506,12676197,JF214389,04/21/2022 04:51:00 AM,053XX S MARYLAND AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,2,Hyde Park,2022
160527,12767182,JF324707,07/17/2022 09:00:00 PM,004XX W DIVISION ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,18,Near North Side,2022
160537,12701154,JF244281,04/29/2022 12:00:00 AM,098XX S ESCANABA AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,4,South Deering,2022
160538,12742407,JF294952,06/26/2022 03:29:00 PM,030XX N LINDER AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,25,Belmont Cragin,2022
160549,12779227,JF339254,07/31/2022 07:03:00 PM,063XX S TROY ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,8,Chicago Lawn,2022
160571,12774987,JF334224,07/27/2022 09:14:00 PM,048XX N NORDICA AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,16,Norwood Park,2022
160572,12705582,JF250268,05/21/2022 08:37:00 AM,018XX S KILDARE AVE,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,RESIDENCE,False,False,10,North Lawndale,2022
160575,12638276,JF169094,03/09/2022 09:30:00 PM,011XX W 78TH ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,6,Auburn Gresham,2022
160594,12830850,JF400613,08/22/2022 09:00:00 PM,093XX S THROOP ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,22,Washington Heights,2022
160595,12811256,JF376215,08/30/2022 01:40:00 PM,027XX N ARTESIAN AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,14,Logan Square,2022
160598,12708322,JF253604,05/23/2022 09:21:00 AM,032XX N LEAVITT ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,19,North Center,2022
160603,12764859,JF322074,07/18/2022 10:00:00 AM,046XX S ELLIS AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER (SPECIFY),False,True,2,Kenwood,2022
160608,12714203,JF260724,05/30/2022 01:45:00 AM,071XX S CYRIL AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,3,South Shore,2022
160612,12806221,JF371100,08/26/2022 12:41:00 PM,081XX S COLES AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,4,South Chicago,2022
160645,12742268,JF294433,06/25/2022 12:00:00 AM,076XX S GREEN ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,6,Auburn Gresham,2022
160671,12782812,JF343484,08/01/2022 11:00:00 PM,131XX S LANGLEY AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,True,5,Riverdale,2022
160672,12653527,JF187128,03/26/2022 11:01:00 AM,060XX W BELDEN AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,25,Belmont Cragin,2022
160691,12730272,JF280173,06/15/2022 12:32:00 AM,094XX S EWING AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,4,East Side,2022
160707,12693077,JF235033,05/09/2022 12:20:00 AM,105XX S INDIANA AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,5,Roseland,2022
160724,12717629,JF264571,05/30/2022 11:00:00 AM,013XX W 95TH ST,OTHER OFFENSE,TELEPHONE THREAT,SCHOOL - PUBLIC GROUNDS,False,False,22,Washington Heights,2022
160730,12805795,JF370632,08/20/2022 12:00:00 AM,005XX W 107TH ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,True,22,Roseland,2022
160747,12739846,JF291698,06/23/2022 01:45:00 PM,031XX N SPRINGFIELD AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,False,True,25,Avondale,2022
160752,12647422,JF180059,03/20/2022 12:00:00 AM,031XX W MONROE ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,11,East Garfield Park,2022
160788,12654102,JF187891,03/25/2022 09:00:00 AM,073XX S BELL AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,False,True,8,Chicago Lawn,2022
160803,12662266,JF197759,04/03/2022 12:00:00 PM,051XX S MARSHFIELD AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,9,New City,2022
160819,12800438,JF364383,08/20/2022 11:26:00 PM,011XX S STATE ST,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,CTA STATION,True,False,1,Loop,2022
160820,12751418,JF305776,07/05/2022 07:36:00 AM,009XX E 132ND PL,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,5,Riverdale,2022
160838,12704398,JF246466,05/18/2022 08:30:00 AM,013XX W 14TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,SCHOOL - PUBLIC BUILDING,False,False,12,Near West Side,2022
160861,12705562,JF250336,05/20/2022 11:08:00 PM,052XX N WINTHROP AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,20,Edgewater,2022
160865,12804559,JF369170,08/24/2022 08:59:00 PM,033XX W NORTH AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,14,Humboldt Park,2022
160868,12683714,JF223493,04/28/2022 06:47:00 PM,017XX W DIVISION ST,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,14,West Town,2022
160871,12664542,JF200564,04/07/2022 03:55:00 PM,051XX N EAST RIVER RD,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,16,O'Hare,2022
160912,12811644,JF377587,08/31/2022 01:30:00 PM,059XX S WOLCOTT AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,7,West Englewood,2022
160923,12776298,JF335813,07/29/2022 05:00:00 AM,036XX N HALSTED ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,19,Lake View,2022
160937,12758783,JF314747,07/12/2022 12:39:00 PM,079XX S VINCENNES AVE,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,6,Chatham,2022
160959,12835685,JF406176,09/22/2022 10:05:00 AM,046XX N CUMBERLAND AVE,OTHER OFFENSE,TELEPHONE THREAT,RESTAURANT,False,True,16,O'Hare,2022
160974,12669921,JF206995,04/13/2022 09:00:00 AM,080XX S DREXEL AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,6,Chatham,2022
160975,12770613,JF329144,07/23/2022 11:29:00 PM,033XX W BYRON ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,True,False,17,Irving Park,2022
161005,12774108,JF333211,07/27/2022 08:04:00 AM,045XX S DREXEL BLVD,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2,Kenwood,2022
161040,12642143,JF173787,03/14/2022 11:30:00 AM,022XX W HARRISON ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,False,False,12,Near West Side,2022
161042,12698438,JF241711,05/14/2022 07:48:00 AM,044XX W DAKIN ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,17,Irving Park,2022
161106,12740641,JF292537,06/19/2022 12:00:00 AM,007XX N PARKSIDE AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,15,Austin,2022
161131,12772113,JF330914,07/24/2022 10:50:00 PM,055XX W GRAND AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,GOVERNMENT BUILDING / PROPERTY,False,False,25,Belmont Cragin,2022
161170,12661123,JF196363,04/03/2022 01:00:00 PM,064XX S LOWE AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,7,Englewood,2022
161172,12664946,JF200674,04/07/2022 04:00:00 PM,084XX S HERMITAGE AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,RESIDENCE,False,False,6,Auburn Gresham,2022
161198,12737100,JF288460,06/21/2022 12:50:00 PM,049XX S ASHLAND AVE,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,False,9,New City,2022
161199,12773402,JF332387,07/26/2022 01:24:00 PM,022XX N MARMORA AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,25,Belmont Cragin,2022
161216,12702665,JF244901,05/16/2022 08:00:00 PM,037XX N KENMORE AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,19,Lake View,2022
161238,12767570,JF325320,07/20/2022 09:17:00 PM,018XX N CENTRAL PARK AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,14,Logan Square,2022
161248,12719005,JF266652,06/03/2022 04:07:00 PM,025XX E 72ND PL,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,3,South Shore,2022
161252,12831726,JF401616,09/19/2022 04:13:00 AM,038XX W THOMAS ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,11,Humboldt Park,2022
161254,12745396,JF298469,06/29/2022 10:05:00 AM,062XX N FRANCISCO AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE - YARD (FRONT / BACK),False,False,24,West Ridge,2022
161275,12676013,JF214194,04/20/2022 08:00:00 PM,037XX W MONTROSE AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,17,Albany Park,2022
161319,12700940,JF245033,05/16/2022 11:02:00 PM,022XX N KARLOV AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,ALLEY,False,False,25,Hermosa,2022
161341,12712263,JF258323,05/27/2022 10:39:00 PM,0000X N FRANCISCO AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,12,East Garfield Park,2022
161355,12675817,JF213992,04/14/2022 12:13:00 AM,044XX W ADAMS ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,11,West Garfield Park,2022
161367,12659933,JF194953,04/02/2022 03:51:00 PM,099XX S HALSTED ST,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,GAS STATION,False,False,22,Washington Heights,2022
161398,12737302,JF288562,06/20/2022 03:00:00 PM,067XX S CAMPBELL AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,8,Chicago Lawn,2022
161401,12659619,JF194616,04/01/2022 05:00:00 PM,017XX W ERIE ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,12,West Town,2022
161441,12739614,JF291543,02/01/2022 12:00:00 AM,052XX S DREXEL AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,2,Hyde Park,2022
161474,12680973,JF220059,04/25/2022 07:31:00 PM,011XX N CLARK ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,18,Near North Side,2022
161504,12771017,JF329679,07/16/2022 07:00:00 AM,008XX W ARMITAGE AVE,OTHER OFFENSE,TELEPHONE THREAT,SMALL RETAIL STORE,False,True,18,Lincoln Park,2022
